Datum,Niederschlag_mm,Station,Zaehldaten,lon,lat
2024-01-11,0.0,Schmeddingstraße,2406.0,7.59211,51.956734
2024-01-11,0.0,Schmeddingstraße,2406.0,7.591119585875852,51.95759316378006
2024-01-11,0.0,Weißenburgstraße,1371.0,7.619567,51.942891
2024-01-11,0.0,Weißenburgstraße,1371.0,7.619684341846338,51.942709589703966
2024-01-11,0.0,"Kanalpromenade, Abschnitt 6",132.0,7.650465,51.887739
2024-01-11,0.0,Bismarckallee,5998.0,7.6179789,51.9562088
2024-01-11,0.0,Bismarckallee,5998.0,7.612099384765322,51.953857687043225
2024-01-11,0.0,Coesfelder Kreuz,7795.0,7.5995429,51.9649268
2024-01-11,0.0,Grevener Straße,1447.0,7.612012,51.979612
2024-01-12,0.0,Wolbecker Straße,6735.0,7.636356,51.95921
2024-01-12,0.0,Promenade (nördlich Salzstraße),10524.0,7.634015197473532,51.960595599885565
2024-01-12,0.0,Hafenstraße,5782.0,7.62974,51.95426
2024-01-12,0.0,Gartenstraße,2050.0,7.635686416805148,51.97154102512242
2024-01-12,0.0,Hammer Straße,10340.0,7.62631,51.95462
2024-01-12,0.0,Hüfferstraße,4800.0,7.61094,51.9617
2024-01-12,0.0,Hüfferstraße,4800.0,7.610067639341043,51.96158048107171
2024-01-12,0.0,Warendorfer Straße,4989.0,7.63768,51.96185
2024-01-12,0.0,Neutor,9104.0,7.615511,51.966988
2024-01-12,0.0,Neutor,9104.0,7.6153886638541985,51.96707241051129
2024-01-12,0.0,Promenade (in Höhe Hals),6881.0,7.6239339,51.9568468
2024-01-12,0.0,"Kanalpromenade, Abschnitt 1",361.0,7.66207,51.9798853
2024-01-12,0.0,Lütkenbecker Weg,1433.0,7.651947,51.949545
2024-01-12,0.0,Goldstraße,1002.0,7.636264,51.967438
2024-01-12,0.0,Goldstraße,1002.0,7.637027139079827,51.968020449618386
2024-01-12,0.0,Bohlweg,3307.0,7.638286,51.966436
2024-01-12,0.0,Bohlweg,3307.0,7.639231349153692,51.96662392485169
2024-01-12,0.0,Kinderhauser Straße,624.0,7.613773,51.978652
2024-01-12,0.0,Gasselstiege,1569.0,7.606586,51.979387
2024-01-12,0.0,Gasselstiege,1569.0,7.5890948527366735,51.993285797986395
2024-01-12,0.0,Schmeddingstraße,1310.0,7.59211,51.956734
2024-01-12,0.0,Schmeddingstraße,1310.0,7.591119585875852,51.95759316378006
2024-01-12,0.0,Weißenburgstraße,740.0,7.619567,51.942891
2024-01-12,0.0,Weißenburgstraße,740.0,7.619684341846338,51.942709589703966
2024-01-12,0.0,"Kanalpromenade, Abschnitt 6",67.0,7.650465,51.887739
2024-01-12,0.0,Bismarckallee,3999.0,7.6179789,51.9562088
2024-01-12,0.0,Bismarckallee,3999.0,7.612099384765322,51.953857687043225
2024-01-12,0.0,Coesfelder Kreuz,5063.0,7.5995429,51.9649268
2024-01-12,0.0,Grevener Straße,1257.0,7.612012,51.979612
2024-01-13,0.06999999999999999,Wolbecker Straße,5867.0,7.636356,51.95921
2024-01-13,0.06999999999999999,Promenade (nördlich Salzstraße),8205.0,7.634015197473532,51.960595599885565
2024-01-13,0.06999999999999999,Hafenstraße,4707.0,7.62974,51.95426
2024-01-13,0.06999999999999999,Gartenstraße,1660.0,7.635686416805148,51.97154102512242
2024-01-13,0.06999999999999999,Hammer Straße,9940.0,7.62631,51.95462
2024-01-13,0.06999999999999999,Hüfferstraße,2991.0,7.61094,51.9617
2024-01-13,0.06999999999999999,Hüfferstraße,2991.0,7.610067639341043,51.96158048107171
2024-01-13,0.06999999999999999,Warendorfer Straße,4317.0,7.63768,51.96185
2024-01-13,0.06999999999999999,Neutor,6474.0,7.615511,51.966988
2024-01-13,0.06999999999999999,Neutor,6474.0,7.6153886638541985,51.96707241051129
2024-01-13,0.06999999999999999,"Kanalpromenade, Abschnitt 5",246.0,7.64893,51.91717
2024-01-13,0.06999999999999999,Promenade (in Höhe Hals),4345.0,7.6239339,51.9568468
2024-01-13,0.06999999999999999,"Kanalpromenade, Abschnitt 1",312.0,7.66207,51.9798853
2024-01-13,0.06999999999999999,Lütkenbecker Weg,1119.0,7.651947,51.949545
